"","x"
"16659",979
"16660",979
"16661",978
"16662",978
"16663",978
"16664",978
"16665",978
"16666",977
"16667",976
"16668",976
"16669",975
"16670",975
"16671",975
"16672",975
"16673",975
"16674",975
"16675",975
"16676",975
"16677",975
"16678",975
"16679",975
"16680",975
"16681",975
"16682",975
"16683",975
"16684",974
"16685",974
"16686",974
"16687",973
"16688",973
"16689",973
"16690",973
"16691",973
"16692",972
"16693",972
"16694",972
"16695",972
"16696",972
"16697",972
"16698",972
"16699",972
"16700",972
"16701",972
"16702",972
"16703",972
"16704",972
"16705",972
"16706",972
"16707",971
"16708",971
"16709",971
"16710",970
"16711",970
"16712",970
"16713",970
"16714",970
"16715",969
"16716",969
"16717",969
"16718",969
"16719",969
"16720",969
"16721",969
"16722",969
"16723",969
"16724",969
"16725",969
"16726",969
"16727",968
"16728",968
"16729",968
"16730",968
"16731",968
"16732",968
"16733",967
"16734",967
"16735",967
"16736",967
"16737",966
"16738",966
"16739",966
"16740",966
"16741",966
"16742",966
"16743",966
"16744",966
"16745",966
"16746",966
"16747",966
"16748",965
"16749",965
"16750",965
"16751",964
"16752",963
"16753",963
"16754",963
"16755",963
"16756",963
"16757",963
"16758",963
"16759",963
"16760",963
"16761",963
"16762",963
"16763",963
"16764",963
"16765",963
"16766",963
"16767",963
"16768",963
"16769",962
"16770",962
"16771",962
"16772",962
"16773",962
"16774",962
"16775",961
"16776",960
"16777",960
"16778",960
"16779",960
"16780",960
"16781",960
"16782",960
"16783",960
"16784",960
"16785",960
"16786",960
"16787",960
"16788",960
"16789",960
"16790",960
"16791",959
"16792",959
"16793",959
"16794",958
"16795",958
"16796",958
"16797",957
"16798",957
"16799",957
"16800",957
"16801",957
"16802",957
"16803",957
"16804",957
"16805",957
"16806",957
"16807",957
"16808",957
"16809",957
"16810",957
"16811",957
"16812",957
"16813",957
"16814",957
"16815",957
"16816",956
"16817",956
"16818",956
"16819",956
"16820",956
"16821",956
"16822",955
"16823",955
"16824",955
"16825",954
"16826",954
"16827",954
"16828",954
"16829",954
"16830",954
"16831",954
"16832",954
"16833",954
"16834",954
"16835",954
"16836",954
"16837",954
"16838",954
"16839",954
"16840",954
"16841",954
"16842",953
"16843",953
"16844",952
"16845",952
"16846",951
"16847",951
"16848",951
"16849",951
"16850",951
"16851",951
"16852",951
"16853",951
"16854",951
"16855",951
"16856",951
"16857",951
"16858",951
"16859",951
"16860",951
"16861",951
"16862",951
"16863",951
"16864",951
"16865",949
"16866",949
"16867",949
"16868",948
"16869",948
"16870",948
"16871",948
"16872",948
"16873",948
"16874",948
"16875",948
"16876",948
"16877",948
"16878",948
"16879",948
"16880",948
"16881",948
"16882",948
"16883",948
"16884",948
"16885",948
"16886",948
"16887",948
"16888",947
"16889",946
"16890",946
"16891",945
"16892",945
"16893",945
"16894",945
"16895",945
"16896",945
"16897",945
"16898",945
"16899",945
"16900",945
"16901",945
"16902",945
"16903",945
"16904",945
"16905",945
"16906",945
"16907",945
"16908",945
"16909",945
"16910",945
"16911",945
"16912",945
"16913",945
"16914",945
"16915",945
"16916",945
"16917",945
"16918",945
"16919",945
"16920",945
"16921",945
"16922",945
"16923",945
"16924",945
"16925",945
"16926",944
"16927",944
"16928",944
"16929",942
"16930",942
"16931",942
"16932",942
"16933",942
"16934",942
"16935",942
"16936",942
"16937",942
"16938",942
"16939",942
"16940",942
"16941",942
"16942",942
"16943",942
"16944",942
"16945",942
"16946",942
"16947",942
"16948",942
"16949",942
"16950",942
"16951",941
"16952",941
"16953",940
"16954",940
"16955",939
"16956",939
"16957",939
"16958",939
"16959",939
"16960",939
"16961",939
"16962",939
"16963",939
"16964",939
"16965",939
"16966",939
"16967",939
"16968",939
"16969",939
"16970",939
"16971",939
"16972",939
"16973",939
"16974",939
"16975",939
"16976",939
"16977",939
"16978",939
"16979",939
"16980",939
"16981",939
"16982",939
"16983",939
"16984",939
"16985",939
"16986",939
"16987",939
"16988",939
"16989",939
"16990",939
"16991",939
"16992",939
"16993",939
"16994",939
"16995",939
"16996",939
"16997",939
"16998",939
"16999",939
"17000",939
"17001",939
"17002",939
"17003",938
"17004",938
"17005",937
"17006",937
"17007",937
"17008",936
"17009",936
"17010",936
"17011",936
"17012",936
"17013",936
"17014",936
"17015",936
"17016",936
"17017",936
"17018",936
"17019",936
"17020",936
"17021",936
"17022",936
"17023",936
"17024",936
"17025",936
"17026",936
"17027",936
"17028",936
"17029",936
"17030",936
"17031",936
"17032",936
"17033",936
"17034",935
"17035",935
"17036",935
"17037",934
"17038",934
"17039",933
"17040",933
"17041",933
"17042",933
"17043",933
"17044",933
"17045",933
"17046",933
"17047",933
"17048",933
"17049",933
"17050",933
"17051",933
"17052",933
"17053",933
"17054",933
"17055",933
"17056",933
"17057",933
"17058",933
"17059",933
"17060",933
"17061",933
"17062",933
"17063",933
"17064",933
"17065",933
"17066",932
"17067",932
"17068",932
"17069",932
"17070",931
"17071",931
"17072",930
"17073",930
"17074",930
"17075",930
"17076",930
"17077",930
"17078",930
"17079",930
"17080",930
"17081",930
"17082",930
"17083",930
"17084",930
"17085",930
"17086",930
"17087",930
"17088",930
"17089",930
"17090",930
"17091",930
"17092",930
"17093",930
"17094",930
"17095",930
"17096",930
"17097",930
"17098",930
"17099",930
"17100",930
"17101",930
"17102",930
"17103",930
"17104",930
"17105",930
"17106",930
"17107",930
"17108",930
"17109",930
"17110",929
"17111",929
"17112",929
"17113",929
"17114",928
"17115",928
"17116",928
"17117",927
"17118",927
"17119",927
"17120",927
"17121",927
"17122",927
"17123",927
"17124",927
"17125",927
"17126",927
"17127",927
"17128",927
"17129",927
"17130",927
"17131",927
"17132",927
"17133",927
"17134",927
"17135",926
"17136",926
"17137",926
"17138",926
"17139",925
"17140",925
"17141",925
"17142",924
"17143",924
"17144",924
"17145",924
"17146",924
"17147",924
"17148",924
"17149",924
"17150",924
"17151",924
"17152",924
"17153",924
"17154",924
"17155",924
"17156",924
"17157",924
"17158",923
"17159",923
"17160",923
"17161",923
"17162",923
"17163",923
"17164",922
"17165",922
"17166",921
"17167",921
"17168",921
"17169",921
"17170",921
"17171",921
"17172",921
"17173",921
"17174",921
"17175",921
"17176",921
"17177",921
"17178",921
"17179",921
"17180",921
"17181",920
"17182",920
"17183",920
"17184",920
"17185",919
"17186",919
"17187",919
"17188",919
"17189",918
"17190",918
"17191",918
"17192",918
"17193",918
"17194",918
"17195",918
"17196",918
"17197",918
"17198",918
"17199",918
"17200",918
"17201",918
"17202",918
"17203",918
"17204",918
"17205",918
"17206",918
"17207",917
"17208",917
"17209",916
"17210",916
"17211",915
"17212",915
"17213",915
"17214",915
"17215",915
"17216",915
"17217",915
"17218",915
"17219",915
"17220",915
"17221",915
"17222",915
"17223",915
"17224",914
"17225",913
"17226",913
"17227",913
"17228",913
"17229",913
"17230",913
"17231",912
"17232",912
"17233",912
"17234",912
"17235",912
"17236",912
"17237",912
"17238",911
"17239",910
"17240",910
"17241",910
"17242",910
"17243",909
"17244",909
"17245",909
"17246",909
"17247",909
"17248",909
"17249",909
"17250",909
"17251",909
"17252",909
"17253",909
"17254",908
"17255",908
"17256",908
"17257",907
"17258",907
"17259",907
"17260",907
"17261",907
"17262",907
"17263",907
"17264",906
"17265",906
"17266",906
"17267",906
"17268",906
"17269",906
"17270",906
"17271",906
"17272",906
"17273",906
"17274",905
"17275",905
"17276",905
"17277",905
"17278",904
"17279",903
"17280",903
"17281",903
"17282",903
"17283",903
"17284",903
"17285",903
"17286",903
"17287",902
"17288",902
"17289",902
"17290",902
"17291",902
"17292",902
"17293",901
"17294",901
"17295",901
"17296",901
"17297",900
"17298",900
"17299",900
"17300",900
"17301",900
"17302",900
"17303",900
"17304",900
"17305",900
"17306",900
"17307",900
"17308",900
"17309",900
"17310",900
"17311",900
"17312",900
"17313",900
"17314",899
"17315",899
"17316",899
"17317",898
"17318",898
"17319",897
"17320",897
"17321",897
"17322",897
"17323",897
"17324",897
"17325",897
"17326",897
"17327",897
"17328",897
"17329",897
"17330",897
"17331",897
"17332",896
"17333",896
"17334",895
"17335",895
"17336",895
"17337",894
"17338",894
"17339",894
"17340",894
"17341",894
"17342",894
"17343",894
"17344",894
"17345",893
"17346",892
"17347",892
"17348",892
"17349",892
"17350",891
"17351",891
"17352",891
"17353",891
"17354",891
"17355",891
"17356",891
"17357",891
"17358",891
"17359",891
"17360",891
"17361",890
"17362",890
"17363",890
"17364",890
"17365",890
"17366",889
"17367",889
"17368",889
"17369",888
"17370",888
"17371",888
"17372",888
"17373",888
"17374",888
"17375",888
"17376",888
"17377",888
"17378",888
"17379",888
"17380",888
"17381",888
"17382",887
"17383",887
"17384",886
"17385",886
"17386",886
"17387",886
"17388",886
"17389",885
"17390",885
"17391",885
"17392",885
"17393",885
"17394",885
"17395",885
"17396",885
"17397",885
"17398",885
"17399",885
"17400",885
"17401",884
"17402",884
"17403",884
"17404",884
"17405",884
"17406",884
"17407",884
"17408",883
"17409",883
"17410",883
"17411",883
"17412",883
"17413",883
"17414",882
"17415",882
"17416",882
"17417",882
"17418",882
"17419",882
"17420",882
"17421",882
"17422",881
"17423",881
"17424",881
"17425",881
"17426",880
"17427",880
"17428",880
"17429",880
"17430",879
"17431",879
"17432",879
"17433",879
"17434",878
"17435",878
"17436",877
"17437",877
"17438",877
"17439",877
"17440",876
"17441",876
"17442",876
"17443",876
"17444",876
"17445",876
"17446",876
"17447",876
"17448",876
"17449",876
"17450",876
"17451",876
"17452",876
"17453",875
"17454",875
"17455",874
"17456",874
"17457",873
"17458",873
"17459",873
"17460",873
"17461",873
"17462",873
"17463",873
"17464",873
"17465",873
"17466",873
"17467",873
"17468",873
"17469",872
"17470",871
"17471",871
"17472",870
"17473",870
"17474",870
"17475",870
"17476",870
"17477",870
"17478",870
"17479",870
"17480",870
"17481",870
"17482",869
"17483",869
"17484",869
"17485",869
"17486",868
"17487",868
"17488",868
"17489",868
"17490",868
"17491",868
"17492",868
"17493",867
"17494",867
"17495",867
"17496",866
"17497",865
"17498",865
"17499",864
"17500",864
"17501",864
"17502",864
"17503",863
"17504",863
"17505",863
"17506",862
"17507",862
"17508",862
"17509",861
"17510",861
"17511",861
"17512",861
"17513",860
"17514",860
"17515",859
"17516",859
"17517",858
"17518",858
"17519",857
"17520",857
"17521",856
"17522",856
"17523",856
"17524",856
"17525",855
"17526",855
"17527",855
"17528",855
"17529",855
"17530",855
"17531",855
"17532",855
"17533",855
"17534",855
"17535",854
"17536",854
"17537",854
"17538",853
"17539",853
"17540",853
"17541",853
"17542",852
"17543",852
"17544",852
"17545",851
"17546",851
"17547",851
"17548",850
"17549",850
"17550",850
"17551",850
"17552",849
"17553",849
"17554",849
"17555",849
"17556",849
"17557",849
"17558",848
"17559",847
"17560",847
"17561",847
"17562",847
"17563",846
"17564",846
"17565",845
"17566",844
"17567",844
"17568",844
"17569",844
"17570",843
"17571",843
"17572",843
"17573",843
"17574",843
"17575",843
"17576",843
"17577",843
"17578",843
"17579",842
"17580",841
"17581",841
"17582",841
"17583",841
"17584",841
"17585",840
"17586",840
"17587",840
"17588",840
"17589",840
"17590",840
"17591",840
"17592",839
"17593",839
"17594",839
"17595",837
"17596",837
"17597",837
"17598",837
"17599",837
"17600",837
"17601",837
"17602",837
"17603",837
"17604",836
"17605",836
"17606",836
"17607",836
"17608",836
"17609",836
"17610",835
"17611",835
"17612",834
"17613",834
"17614",834
"17615",834
"17616",834
"17617",833
"17618",833
"17619",833
"17620",833
"17621",833
"17622",833
"17623",833
"17624",832
"17625",832
"17626",831
"17627",831
"17628",831
"17629",831
"17630",831
"17631",831
"17632",830
"17633",830
"17634",829
"17635",829
"17636",829
"17637",829
"17638",829
"17639",828
"17640",828
"17641",828
"17642",828
"17643",828
"17644",828
"17645",827
"17646",827
"17647",827
"17648",826
"17649",826
"17650",825
"17651",825
"17652",825
"17653",824
"17654",823
"17655",823
"17656",823
"17657",823
"17658",822
"17659",822
"17660",822
"17661",822
"17662",822
"17663",822
"17664",822
"17665",822
"17666",822
"17667",822
"17668",822
"17669",822
"17670",821
"17671",821
"17672",821
"17673",821
"17674",821
"17675",821
"17676",820
"17677",819
"17678",819
"17679",819
"17680",819
"17681",819
"17682",818
"17683",818
"17684",818
"17685",817
"17686",817
"17687",817
"17688",816
"17689",816
"17690",816
"17691",816
"17692",816
"17693",815
"17694",814
"17695",814
"17696",814
"17697",813
"17698",813
"17699",813
"17700",813
"17701",813
"17702",813
"17703",813
"17704",813
"17705",813
"17706",812
"17707",811
"17708",811
"17709",811
"17710",811
"17711",811
"17712",811
"17713",810
"17714",810
"17715",810
"17716",810
"17717",810
"17718",810
"17719",809
"17720",809
"17721",809
"17722",808
"17723",808
"17724",808
"17725",808
"17726",808
"17727",807
"17728",807
"17729",807
"17730",807
"17731",807
"17732",807
"17733",806
"17734",805
"17735",804
"17736",804
"17737",804
"17738",804
"17739",804
"17740",804
"17741",804
"17742",804
"17743",804
"17744",804
"17745",804
"17746",803
"17747",803
"17748",803
"17749",802
"17750",802
"17751",801
"17752",801
"17753",801
"17754",801
"17755",800
"17756",800
"17757",800
"17758",800
"17759",800
"17760",799
"17761",799
"17762",799
"17763",798
"17764",798
"17765",796
"17766",796
"17767",796
"17768",795
"17769",795
"17770",795
"17771",795
"17772",795
"17773",795
"17774",795
"17775",795
"17776",795
"17777",794
"17778",794
"17779",793
"17780",793
"17781",793
"17782",793
"17783",792
"17784",792
"17785",792
"17786",792
"17787",792
"17788",791
"17789",790
"17790",790
"17791",790
"17792",789
"17793",789
"17794",789
"17795",789
"17796",789
"17797",788
"17798",788
"17799",788
"17800",786
"17801",786
"17802",786
"17803",786
"17804",786
"17805",786
"17806",786
"17807",786
"17808",786
"17809",785
"17810",785
"17811",785
"17812",784
"17813",783
"17814",783
"17815",783
"17816",783
"17817",783
"17818",782
"17819",782
"17820",781
"17821",781
"17822",781
"17823",780
"17824",780
"17825",780
"17826",780
"17827",780
"17828",780
"17829",779
"17830",779
"17831",779
"17832",779
"17833",777
"17834",777
"17835",777
"17836",777
"17837",777
"17838",777
"17839",777
"17840",776
"17841",776
"17842",776
"17843",775
"17844",775
"17845",775
"17846",775
"17847",775
"17848",775
"17849",774
"17850",774
"17851",774
"17852",774
"17853",774
"17854",774
"17855",774
"17856",774
"17857",774
"17858",774
"17859",773
"17860",772
"17861",771
"17862",771
"17863",771
"17864",771
"17865",771
"17866",771
"17867",770
"17868",770
"17869",769
"17870",769
"17871",769
"17872",768
"17873",768
"17874",768
"17875",768
"17876",768
"17877",767
"17878",767
"17879",767
"17880",766
"17881",766
"17882",765
"17883",765
"17884",765
"17885",765
"17886",765
"17887",765
"17888",765
"17889",765
"17890",763
"17891",763
"17892",762
"17893",762
"17894",762
"17895",762
"17896",762
"17897",762
"17898",762
"17899",762
"17900",762
"17901",762
"17902",762
"17903",761
"17904",760
"17905",760
"17906",759
"17907",759
"17908",759
"17909",759
"17910",759
"17911",759
"17912",759
"17913",759
"17914",757
"17915",757
"17916",757
"17917",756
"17918",756
"17919",756
"17920",756
"17921",756
"17922",756
"17923",755
"17924",755
"17925",755
"17926",754
"17927",754
"17928",753
"17929",753
"17930",753
"17931",753
"17932",753
"17933",751
"17934",751
"17935",751
"17936",750
"17937",750
"17938",750
"17939",750
"17940",749
"17941",748
"17942",747
"17943",747
"17944",747
"17945",747
"17946",747
"17947",747
"17948",747
"17949",747
"17950",747
"17951",746
"17952",745
"17953",745
"17954",744
"17955",744
"17956",744
"17957",744
"17958",744
"17959",743
"17960",743
"17961",742
"17962",742
"17963",742
"17964",742
"17965",741
"17966",741
"17967",741
"17968",741
"17969",741
"17970",740
"17971",739
"17972",739
"17973",739
"17974",738
"17975",738
"17976",738
"17977",738
"17978",738
"17979",737
"17980",737
"17981",737
"17982",737
"17983",736
"17984",736
"17985",736
"17986",736
"17987",735
"17988",735
"17989",735
"17990",735
"17991",735
"17992",735
"17993",735
"17994",734
"17995",734
"17996",734
"17997",733
"17998",732
"17999",732
"18000",732
"18001",732
"18002",732
"18003",732
"18004",731
"18005",731
"18006",730
"18007",730
"18008",729
"18009",729
"18010",729
"18011",729
"18012",729
"18013",729
"18014",729
"18015",729
"18016",727
"18017",727
"18018",727
"18019",726
"18020",726
"18021",726
"18022",725
"18023",724
"18024",723
"18025",723
"18026",723
"18027",723
"18028",723
"18029",723
"18030",723
"18031",722
"18032",722
"18033",722
"18034",721
"18035",721
"18036",720
"18037",720
"18038",719
"18039",719
"18040",719
"18041",718
"18042",718
"18043",717
"18044",717
"18045",717
"18046",717
"18047",717
"18048",717
"18049",717
"18050",716
"18051",716
"18052",716
"18053",715
"18054",715
"18055",714
"18056",714
"18057",714
"18058",714
"18059",714
"18060",714
"18061",714
"18062",714
"18063",713
"18064",713
"18065",713
"18066",713
"18067",711
"18068",711
"18069",711
"18070",711
"18071",711
"18072",711
"18073",711
"18074",711
"18075",711
"18076",711
"18077",710
"18078",710
"18079",710
"18080",710
"18081",710
"18082",710
"18083",710
"18084",709
"18085",709
"18086",708
"18087",708
"18088",708
"18089",708
"18090",708
"18091",708
"18092",708
"18093",708
"18094",708
"18095",708
"18096",707
"18097",707
"18098",707
"18099",707
"18100",707
"18101",706
"18102",706
"18103",706
"18104",705
"18105",705
"18106",705
"18107",705
"18108",705
"18109",705
"18110",705
"18111",705
"18112",703
"18113",703
"18114",702
"18115",702
"18116",702
"18117",702
"18118",702
"18119",702
"18120",702
"18121",702
"18122",702
"18123",702
"18124",702
"18125",702
"18126",702
"18127",701
"18128",701
"18129",700
"18130",700
"18131",700
"18132",699
"18133",699
"18134",699
"18135",699
"18136",699
"18137",699
"18138",699
"18139",699
"18140",699
"18141",698
"18142",698
"18143",698
"18144",697
"18145",697
"18146",697
"18147",696
"18148",696
"18149",696
"18150",696
"18151",696
"18152",696
"18153",695
"18154",695
"18155",695
"18156",695
"18157",694
"18158",694
"18159",694
"18160",694
"18161",693
"18162",693
"18163",693
"18164",693
"18165",693
"18166",693
"18167",693
"18168",693
"18169",693
"18170",692
"18171",691
"18172",691
"18173",690
"18174",690
"18175",690
"18176",690
"18177",690
"18178",689
"18179",689
"18180",687
"18181",687
"18182",687
"18183",687
"18184",687
"18185",686
"18186",686
"18187",685
"18188",685
"18189",684
"18190",684
"18191",684
"18192",684
"18193",684
"18194",684
"18195",684
"18196",684
"18197",683
"18198",683
"18199",682
"18200",682
"18201",681
"18202",681
"18203",681
"18204",681
"18205",681
"18206",681
"18207",681
"18208",681
"18209",681
"18210",681
"18211",680
"18212",680
"18213",679
"18214",679
"18215",679
"18216",679
"18217",678
"18218",678
"18219",678
"18220",678
"18221",678
"18222",678
"18223",678
"18224",676
"18225",676
"18226",676
"18227",675
"18228",675
"18229",675
"18230",675
"18231",675
"18232",675
"18233",675
"18234",675
"18235",674
"18236",673
"18237",672
"18238",672
"18239",672
"18240",672
"18241",672
"18242",671
"18243",670
"18244",669
"18245",669
"18246",669
"18247",668
"18248",667
"18249",667
"18250",667
"18251",667
"18252",666
"18253",666
"18254",666
"18255",666
"18256",666
"18257",666
"18258",666
"18259",666
"18260",666
"18261",665
"18262",665
"18263",664
"18264",664
"18265",664
"18266",663
"18267",663
"18268",663
"18269",663
"18270",663
"18271",663
"18272",663
"18273",663
"18274",662
"18275",662
"18276",661
"18277",661
"18278",661
"18279",660
"18280",660
"18281",660
"18282",660
"18283",660
"18284",660
"18285",660
"18286",660
"18287",659
"18288",659
"18289",657
"18290",657
"18291",657
"18292",657
"18293",657
"18294",657
"18295",656
"18296",656
"18297",656
"18298",655
"18299",654
"18300",654
"18301",654
"18302",654
"18303",654
"18304",654
"18305",654
"18306",653
"18307",653
"18308",652
"18309",652
"18310",652
"18311",652
"18312",652
"18313",651
"18314",651
"18315",651
"18316",651
"18317",651
"18318",651
"18319",651
"18320",651
"18321",651
"18322",651
"18323",650
"18324",650
"18325",650
"18326",650
"18327",649
"18328",649
"18329",648
"18330",648
"18331",648
"18332",648
"18333",648
"18334",648
"18335",648
"18336",647
"18337",647
"18338",647
"18339",647
"18340",645
"18341",645
"18342",645
"18343",645
"18344",645
"18345",645
"18346",645
"18347",644
"18348",644
"18349",644
"18350",643
"18351",642
"18352",642
"18353",642
"18354",642
"18355",642
"18356",642
"18357",642
"18358",641
"18359",640
"18360",640
"18361",640
"18362",639
"18363",639
"18364",639
"18365",639
"18366",639
"18367",636
"18368",636
"18369",636
"18370",636
"18371",636
"18372",636
"18373",636
"18374",636
"18375",634
"18376",634
"18377",633
"18378",633
"18379",633
"18380",633
"18381",633
"18382",633
"18383",633
"18384",632
"18385",632
"18386",631
"18387",631
"18388",630
"18389",630
"18390",630
"18391",630
"18392",630
"18393",629
"18394",629
"18395",629
"18396",629
"18397",628
"18398",627
"18399",627
"18400",627
"18401",627
"18402",627
"18403",627
"18404",627
"18405",627
"18406",627
"18407",626
"18408",625
"18409",624
"18410",624
"18411",624
"18412",624
"18413",624
"18414",621
"18415",621
"18416",621
"18417",621
"18418",619
"18419",619
"18420",619
"18421",618
"18422",618
"18423",618
"18424",618
"18425",618
"18426",618
"18427",618
"18428",618
"18429",618
"18430",618
"18431",618
"18432",618
"18433",617
"18434",617
"18435",616
"18436",615
"18437",615
"18438",615
"18439",615
"18440",615
"18441",615
"18442",615
"18443",615
"18444",615
"18445",615
"18446",614
"18447",614
"18448",613
"18449",613
"18450",612
"18451",612
"18452",612
"18453",612
"18454",612
"18455",612
"18456",612
"18457",612
"18458",611
"18459",610
"18460",609
"18461",609
"18462",609
"18463",609
"18464",609
"18465",609
"18466",609
"18467",609
"18468",609
"18469",608
"18470",607
"18471",607
"18472",606
"18473",606
"18474",606
"18475",606
"18476",606
"18477",606
"18478",606
"18479",606
"18480",606
"18481",606
"18482",606
"18483",606
"18484",605
"18485",605
"18486",604
"18487",604
"18488",603
"18489",603
"18490",603
"18491",603
"18492",603
"18493",603
"18494",603
"18495",603
"18496",603
"18497",603
"18498",603
"18499",602
"18500",602
"18501",601
"18502",601
"18503",601
"18504",601
"18505",601
"18506",601
"18507",601
"18508",600
"18509",600
"18510",600
"18511",600
"18512",600
"18513",600
"18514",599
"18515",599
"18516",598
"18517",598
"18518",597
"18519",597
"18520",597
"18521",597
"18522",597
"18523",597
"18524",596
"18525",596
"18526",595
"18527",595
"18528",595
"18529",594
"18530",594
"18531",594
"18532",594
"18533",594
"18534",594
"18535",594
"18536",592
"18537",592
"18538",592
"18539",591
"18540",591
"18541",591
"18542",591
"18543",591
"18544",591
"18545",591
"18546",591
"18547",591
"18548",590
"18549",589
"18550",589
"18551",588
"18552",588
"18553",588
"18554",588
"18555",588
"18556",588
"18557",588
"18558",588
"18559",588
"18560",588
"18561",587
"18562",586
"18563",586
"18564",586
"18565",585
"18566",585
"18567",585
"18568",585
"18569",585
"18570",585
"18571",585
"18572",585
"18573",585
"18574",585
"18575",585
"18576",585
"18577",584
"18578",584
"18579",582
"18580",582
"18581",582
"18582",582
"18583",582
"18584",582
"18585",582
"18586",582
"18587",582
"18588",582
"18589",582
"18590",582
"18591",581
"18592",579
"18593",579
"18594",579
"18595",579
"18596",579
"18597",579
"18598",579
"18599",579
"18600",579
"18601",578
"18602",578
"18603",578
"18604",577
"18605",576
"18606",576
"18607",576
"18608",576
"18609",576
"18610",576
"18611",576
"18612",576
"18613",576
"18614",575
"18615",575
"18616",575
"18617",575
"18618",575
"18619",573
"18620",573
"18621",573
"18622",573
"18623",573
"18624",573
"18625",573
"18626",572
"18627",570
"18628",570
"18629",570
"18630",570
"18631",570
"18632",570
"18633",570
"18634",570
"18635",570
"18636",570
"18637",570
"18638",570
"18639",570
"18640",570
"18641",570
"18642",570
"18643",569
"18644",569
"18645",568
"18646",568
"18647",567
"18648",567
"18649",567
"18650",567
"18651",567
"18652",566
"18653",566
"18654",564
"18655",564
"18656",564
"18657",564
"18658",564
"18659",564
"18660",564
"18661",564
"18662",564
"18663",564
"18664",564
"18665",563
"18666",562
"18667",562
"18668",561
"18669",561
"18670",561
"18671",561
"18672",561
"18673",561
"18674",561
"18675",559
"18676",559
"18677",558
"18678",558
"18679",558
"18680",557
"18681",557
"18682",557
"18683",557
"18684",557
"18685",556
"18686",555
"18687",555
"18688",555
"18689",555
"18690",554
"18691",554
"18692",553
"18693",553
"18694",553
"18695",552
"18696",552
"18697",552
"18698",552
"18699",552
"18700",551
"18701",551
"18702",550
"18703",550
"18704",550
"18705",550
"18706",549
"18707",549
"18708",549
"18709",549
"18710",549
"18711",549
"18712",549
"18713",549
"18714",549
"18715",548
"18716",548
"18717",547
"18718",547
"18719",547
"18720",546
"18721",546
"18722",546
"18723",546
"18724",546
"18725",546
"18726",546
"18727",546
"18728",545
"18729",545
"18730",545
"18731",544
"18732",544
"18733",543
"18734",543
"18735",543
"18736",543
"18737",543
"18738",543
"18739",543
"18740",542
"18741",542
"18742",542
"18743",542
"18744",541
"18745",541
"18746",541
"18747",541
"18748",540
"18749",540
"18750",540
"18751",540
"18752",540
"18753",540
"18754",540
"18755",540
"18756",540
"18757",540
"18758",540
"18759",540
"18760",539
"18761",539
"18762",539
"18763",539
"18764",537
"18765",537
"18766",537
"18767",537
"18768",537
"18769",537
"18770",536
"18771",535
"18772",535
"18773",535
"18774",534
"18775",534
"18776",534
"18777",534
"18778",534
"18779",534
"18780",534
"18781",534
"18782",534
"18783",534
"18784",534
"18785",533
"18786",533
"18787",533
"18788",533
"18789",533
"18790",531
"18791",531
"18792",531
"18793",531
"18794",531
"18795",531
"18796",531
"18797",531
"18798",531
"18799",529
"18800",529
"18801",528
"18802",528
"18803",528
"18804",528
"18805",528
"18806",528
"18807",527
"18808",527
"18809",527
"18810",526
"18811",525
"18812",525
"18813",525
"18814",525
"18815",525
"18816",524
"18817",524
"18818",524
"18819",523
"18820",523
"18821",522
"18822",522
"18823",522
"18824",522
"18825",522
"18826",522
"18827",522
"18828",522
"18829",522
"18830",522
"18831",521
"18832",521
"18833",521
"18834",520
"18835",520
"18836",519
"18837",519
"18838",519
"18839",519
"18840",519
"18841",519
"18842",518
"18843",518
"18844",516
"18845",516
"18846",516
"18847",516
"18848",516
"18849",516
"18850",515
"18851",515
"18852",515
"18853",515
"18854",515
"18855",514
"18856",514
"18857",514
"18858",513
"18859",513
"18860",513
"18861",513
"18862",513
"18863",513
"18864",513
"18865",513
"18866",512
"18867",512
"18868",512
"18869",511
"18870",511
"18871",510
"18872",510
"18873",510
"18874",510
"18875",510
"18876",510
"18877",510
"18878",510
"18879",510
"18880",510
"18881",510
"18882",510
"18883",510
"18884",510
"18885",510
"18886",510
"18887",509
"18888",509
"18889",508
"18890",507
"18891",507
"18892",507
"18893",507
"18894",507
"18895",507
"18896",506
"18897",506
"18898",505
"18899",504
"18900",504
"18901",504
"18902",504
"18903",504
"18904",504
"18905",504
"18906",504
"18907",504
"18908",503
"18909",502
"18910",502
"18911",501
"18912",501
"18913",501
"18914",501
"18915",501
"18916",501
"18917",501
"18918",501
"18919",501
"18920",501
"18921",501
"18922",500
"18923",500
"18924",500
"18925",498
"18926",498
"18927",498
"18928",498
"18929",498
"18930",498
"18931",498
"18932",498
"18933",498
"18934",496
"18935",495
"18936",495
"18937",495
"18938",495
"18939",495
"18940",495
"18941",495
"18942",495
"18943",495
"18944",495
"18945",495
"18946",495
"18947",494
"18948",492
"18949",492
"18950",492
"18951",492
"18952",492
"18953",492
"18954",492
"18955",492
"18956",492
"18957",491
"18958",490
"18959",489
"18960",489
"18961",489
"18962",489
"18963",489
"18964",489
"18965",487
"18966",487
"18967",486
"18968",486
"18969",486
"18970",486
"18971",486
"18972",486
"18973",486
"18974",486
"18975",486
"18976",486
"18977",485
"18978",484
"18979",483
"18980",483
"18981",483
"18982",483
"18983",483
"18984",483
"18985",483
"18986",483
"18987",483
"18988",483
"18989",483
"18990",483
