Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Transcript length (including UTRs and CDS),Gene % GC content,Gene type
ENSMUSG00000095891,9,3025417,3033289,1,639,34.59,protein_coding
ENSMUSG00000095891,9,3025417,3033289,1,669,34.59,protein_coding
ENSMUSG00000095891,9,3025417,3033289,1,672,34.59,protein_coding
ENSMUSG00000061666,11,86924693,86964888,-1,2336,43.68,protein_coding
ENSMUSG00000035572,4,45342101,45379759,1,7250,39.68,protein_coding
ENSMUSG00000035572,4,45342101,45379759,1,2068,39.68,protein_coding
ENSMUSG00000053856,5,31263629,31269870,1,581,45.85,protein_coding
ENSMUSG00000053856,5,31263629,31269870,1,1565,45.85,protein_coding
ENSMUSG00000051079,1,144014392,144053110,-1,1510,38.00,protein_coding
ENSMUSG00000051079,1,144014392,144053110,-1,1545,38.00,protein_coding
ENSMUSG00000096736,9,3034599,3035805,1,672,34.63,protein_coding
ENSMUSG00000096201,9,3036877,3038316,1,675,35.42,protein_coding
ENSMUSG00000096201,9,3036877,3038316,1,681,35.42,protein_coding
ENSMUSG00000029452,5,121589956,121662246,1,2221,46.20,protein_coding
ENSMUSG00000029452,5,121589956,121662246,1,1424,46.20,protein_coding
ENSMUSG00000029452,5,121589956,121662246,1,1184,46.20,protein_coding
ENSMUSG00000029452,5,121589956,121662246,1,1366,46.20,protein_coding
ENSMUSG00000029452,5,121589956,121662246,1,1288,46.20,protein_coding
ENSMUSG00000029452,5,121589956,121662246,1,757,46.20,protein_coding
ENSMUSG00000029452,5,121589956,121662246,1,1297,46.20,protein_coding
ENSMUSG00000020495,11,86968558,86977600,-1,3218,44.96,protein_coding
ENSMUSG00000020495,11,86968558,86977600,-1,1163,44.96,protein_coding
ENSMUSG00000006301,1,74327406,74344781,-1,2378,51.34,protein_coding
ENSMUSG00000006301,1,74327406,74344781,-1,11011,51.34,protein_coding
ENSMUSG00000006301,1,74327406,74344781,-1,542,51.34,protein_coding
ENSMUSG00000006301,1,74327406,74344781,-1,445,51.34,protein_coding
ENSMUSG00000006301,1,74327406,74344781,-1,664,51.34,protein_coding
ENSMUSG00000025899,9,3335140,3391154,1,2584,37.86,protein_coding
ENSMUSG00000025899,9,3335140,3391154,1,3603,37.86,protein_coding
ENSMUSG00000025899,9,3335140,3391154,1,7674,37.86,protein_coding
ENSMUSG00000025899,9,3335140,3391154,1,369,37.86,protein_coding
ENSMUSG00000025899,9,3335140,3391154,1,761,37.86,protein_coding
ENSMUSG00000025899,9,3335140,3391154,1,2256,37.86,protein_coding
ENSMUSG00000045973,4,45395923,45408766,-1,4433,46.41,protein_coding
ENSMUSG00000045973,4,45395923,45408766,-1,1005,46.41,protein_coding
ENSMUSG00000045973,4,45395923,45408766,-1,777,46.41,protein_coding
ENSMUSG00000045973,4,45395923,45408766,-1,718,46.41,protein_coding
ENSMUSG00000045973,4,45395923,45408766,-1,4438,46.41,protein_coding
ENSMUSG00000044813,4,45423278,45532470,-1,2244,51.44,protein_coding
ENSMUSG00000044813,4,45423278,45532470,-1,459,51.44,protein_coding
ENSMUSG00000044813,4,45423278,45532470,-1,368,51.44,protein_coding
ENSMUSG00000018363,11,106710892,106811541,-1,5290,39.84,protein_coding
ENSMUSG00000018363,11,106710892,106811541,-1,3125,39.84,protein_coding
ENSMUSG00000018363,11,106710892,106811541,-1,2358,39.84,protein_coding
ENSMUSG00000017707,2,163465192,163487051,-1,3683,42.47,protein_coding
ENSMUSG00000035561,4,45799022,45804604,1,2298,51.19,protein_coding
ENSMUSG00000035561,4,45799022,45804604,1,445,51.19,protein_coding
ENSMUSG00000030935,7,119360146,119386736,1,2557,40.83,protein_coding
ENSMUSG00000030935,7,119360146,119386736,1,2651,40.83,protein_coding
ENSMUSG00000030935,7,119360146,119386736,1,3295,40.83,protein_coding
ENSMUSG00000030935,7,119360146,119386736,1,2704,40.83,protein_coding
ENSMUSG00000030935,7,119360146,119386736,1,2755,40.83,protein_coding
ENSMUSG00000035551,4,45809468,45826923,-1,2864,50.77,protein_coding
ENSMUSG00000028327,4,45848664,45887008,1,3669,48.75,protein_coding
ENSMUSG00000028327,4,45848664,45887008,1,4009,48.75,protein_coding
ENSMUSG00000028327,4,45848664,45887008,1,3606,48.75,protein_coding
ENSMUSG00000037995,1,172309355,172326445,1,617,54.59,protein_coding
ENSMUSG00000037995,1,172309355,172326445,1,775,54.59,protein_coding
ENSMUSG00000037995,1,172309355,172326445,1,4133,54.59,protein_coding
ENSMUSG00000037995,1,172309355,172326445,1,4205,54.59,protein_coding
ENSMUSG00000037995,1,172309355,172326445,1,636,54.59,protein_coding
ENSMUSG00000001864,2,31840151,31863454,1,3117,52.11,protein_coding
ENSMUSG00000001864,2,31840151,31863454,1,288,52.11,protein_coding
ENSMUSG00000001864,2,31840151,31863454,1,670,52.11,protein_coding
ENSMUSG00000025898,9,3403592,3479236,1,4446,37.79,protein_coding
ENSMUSG00000020493,11,86979979,86999534,-1,3824,42.42,protein_coding
ENSMUSG00000029207,5,66456046,66776127,-1,6540,45.18,protein_coding
ENSMUSG00000029207,5,66456046,66776127,-1,6526,45.18,protein_coding
ENSMUSG00000029207,5,66456046,66776127,-1,6632,45.18,protein_coding
ENSMUSG00000029207,5,66456046,66776127,-1,6333,45.18,protein_coding
ENSMUSG00000029207,5,66456046,66776127,-1,3362,45.18,protein_coding
ENSMUSG00000029207,5,66456046,66776127,-1,600,45.18,protein_coding
ENSMUSG00000029207,5,66456046,66776127,-1,398,45.18,protein_coding
ENSMUSG00000029207,5,66456046,66776127,-1,548,45.18,protein_coding
ENSMUSG00000029207,5,66456046,66776127,-1,447,45.18,protein_coding
ENSMUSG00000029207,5,66456046,66776127,-1,254,45.18,protein_coding
ENSMUSG00000029207,5,66456046,66776127,-1,652,45.18,protein_coding
ENSMUSG00000035268,2,163500306,163568078,1,1036,47.08,protein_coding
ENSMUSG00000035268,2,163500306,163568078,1,640,47.08,protein_coding
ENSMUSG00000035268,2,163500306,163568078,1,429,47.08,protein_coding
ENSMUSG00000035268,2,163500306,163568078,1,762,47.08,protein_coding
ENSMUSG00000035268,2,163500306,163568078,1,416,47.08,protein_coding
ENSMUSG00000035268,2,163500306,163568078,1,369,47.08,protein_coding
ENSMUSG00000035268,2,163500306,163568078,1,1059,47.08,protein_coding
ENSMUSG00000035268,2,163500306,163568078,1,983,47.08,protein_coding
ENSMUSG00000020492,11,87000060,87015461,1,3037,40.12,protein_coding
ENSMUSG00000020432,11,3867192,3882159,-1,2027,49.73,protein_coding
ENSMUSG00000020432,11,3867192,3882159,-1,1949,49.73,protein_coding
ENSMUSG00000020432,11,3867192,3882159,-1,1914,49.73,protein_coding
ENSMUSG00000020432,11,3867192,3882159,-1,1945,49.73,protein_coding
ENSMUSG00000020432,11,3867192,3882159,-1,1943,49.73,protein_coding
ENSMUSG00000020432,11,3867192,3882159,-1,1897,49.73,protein_coding
ENSMUSG00000020432,11,3867192,3882159,-1,1957,49.73,protein_coding
ENSMUSG00000035539,4,45890303,45950774,1,4485,48.95,protein_coding
ENSMUSG00000035539,4,45890303,45950774,1,1127,48.95,protein_coding
ENSMUSG00000035539,4,45890303,45950774,1,5081,48.95,protein_coding
ENSMUSG00000041624,9,3532778,3894736,1,2243,37.89,protein_coding
ENSMUSG00000017697,2,163568504,163592159,-1,1688,51.38,protein_coding
ENSMUSG00000025894,9,4294793,4309471,-1,2843,36.17,protein_coding
ENSMUSG00000035517,4,45965334,46034761,1,3655,44.54,protein_coding
ENSMUSG00000035517,4,45965334,46034761,1,3716,44.54,protein_coding
ENSMUSG00000027365,2,126633485,126718150,-1,7107,37.25,protein_coding
ENSMUSG00000027365,2,126633485,126718150,-1,6985,37.25,protein_coding
ENSMUSG00000027365,2,126633485,126718150,-1,803,37.25,protein_coding
ENSMUSG00000025893,9,4309833,4331732,1,2231,37.55,protein_coding
ENSMUSG00000025893,9,4309833,4331732,1,2313,37.55,protein_coding
ENSMUSG00000041124,9,4376562,4386870,1,2800,40.16,protein_coding
ENSMUSG00000041124,9,4376562,4386870,1,2731,40.16,protein_coding
ENSMUSG00000026358,1,144118034,144124980,-1,3841,36.10,protein_coding
ENSMUSG00000026358,1,144118034,144124980,-1,409,36.10,protein_coding
ENSMUSG00000025892,9,4417896,4796234,-1,5352,36.76,protein_coding
ENSMUSG00000025892,9,4417896,4796234,-1,5207,36.76,protein_coding
ENSMUSG00000025892,9,4417896,4796234,-1,2338,36.76,protein_coding
ENSMUSG00000025892,9,4417896,4796234,-1,5441,36.76,protein_coding
ENSMUSG00000028328,4,46038935,46116032,1,3158,49.20,protein_coding
ENSMUSG00000028328,4,46038935,46116032,1,430,49.20,protein_coding
ENSMUSG00000030851,7,46510627,46527566,1,1370,45.63,protein_coding
ENSMUSG00000030851,7,46510627,46527566,1,829,45.63,protein_coding
ENSMUSG00000030851,7,46510627,46527566,1,1071,45.63,protein_coding
ENSMUSG00000030851,7,46510627,46527566,1,767,45.63,protein_coding
ENSMUSG00000030851,7,46510627,46527566,1,872,45.63,protein_coding
ENSMUSG00000034493,11,3887541,3926778,-1,1220,44.96,protein_coding
ENSMUSG00000018362,11,106879455,106890367,-1,2054,43.39,protein_coding
ENSMUSG00000018362,11,106879455,106890367,-1,659,43.39,protein_coding
ENSMUSG00000018362,11,106879455,106890367,-1,568,43.39,protein_coding
ENSMUSG00000018362,11,106879455,106890367,-1,732,43.39,protein_coding
ENSMUSG00000018362,11,106879455,106890367,-1,541,43.39,protein_coding
ENSMUSG00000098509,1,144392386,144443405,-1,1674,34.05,protein_coding
ENSMUSG00000073650,1,74401267,74408480,1,2101,50.25,protein_coding
ENSMUSG00000073650,1,74401267,74408480,1,803,50.25,protein_coding
ENSMUSG00000073650,1,74401267,74408480,1,1866,50.25,protein_coding
ENSMUSG00000035495,4,46114746,46138694,-1,3726,46.34,protein_coding
ENSMUSG00000035495,4,46114746,46138694,-1,2700,46.34,protein_coding
ENSMUSG00000035495,4,46114746,46138694,-1,634,46.34,protein_coding
ENSMUSG00000035495,4,46114746,46138694,-1,506,46.34,protein_coding
ENSMUSG00000035495,4,46114746,46138694,-1,677,46.34,protein_coding
ENSMUSG00000035495,4,46114746,46138694,-1,342,46.34,protein_coding
ENSMUSG00000001247,7,30657195,30672889,-1,1930,50.38,protein_coding
ENSMUSG00000001247,7,30657195,30672889,-1,2167,50.38,protein_coding
ENSMUSG00000001247,7,30657195,30672889,-1,2071,50.38,protein_coding
ENSMUSG00000001247,7,30657195,30672889,-1,2021,50.38,protein_coding
ENSMUSG00000001247,7,30657195,30672889,-1,1073,50.38,protein_coding
ENSMUSG00000026547,1,172327614,172334947,1,1586,55.17,protein_coding
ENSMUSG00000026547,1,172327614,172334947,1,369,55.17,protein_coding
ENSMUSG00000026547,1,172327614,172334947,1,716,55.17,protein_coding
ENSMUSG00000078607,11,106916507,106921269,1,1677,52.26,protein_coding
ENSMUSG00000078607,11,106916507,106921269,1,731,52.26,protein_coding
ENSMUSG00000078607,11,106916507,106921269,1,1100,52.26,protein_coding
ENSMUSG00000025888,9,5298508,5307290,1,1531,35.47,protein_coding
ENSMUSG00000025888,9,5298508,5307290,1,702,35.47,protein_coding
ENSMUSG00000020430,11,3913975,3930004,1,2923,49.09,protein_coding
ENSMUSG00000020430,11,3913975,3930004,1,2911,49.09,protein_coding
ENSMUSG00000028330,4,46138613,46172403,1,3010,43.40,protein_coding
ENSMUSG00000026357,1,144628421,144651173,-1,2031,33.25,protein_coding
ENSMUSG00000033538,9,5308828,5336783,1,361,36.95,protein_coding
ENSMUSG00000033538,9,5308828,5336783,1,1435,36.95,protein_coding
ENSMUSG00000026177,1,74414354,74425221,1,1893,52.07,protein_coding
ENSMUSG00000026177,1,74414354,74425221,1,2315,52.07,protein_coding
ENSMUSG00000028329,4,46155347,46196311,-1,1241,45.28,protein_coding
ENSMUSG00000028329,4,46155347,46196311,-1,955,45.28,protein_coding
ENSMUSG00000028329,4,46155347,46196311,-1,903,45.28,protein_coding
ENSMUSG00000025887,9,5345430,5373032,1,2649,38.12,protein_coding
ENSMUSG00000025887,9,5345430,5373032,1,1065,38.12,protein_coding
ENSMUSG00000018548,11,87017903,87111509,1,5632,40.27,protein_coding
ENSMUSG00000018548,11,87017903,87111509,1,766,40.27,protein_coding
ENSMUSG00000018548,11,87017903,87111509,1,1017,40.27,protein_coding
ENSMUSG00000062438,5,121638161,121641498,-1,3338,50.21,protein_coding
ENSMUSG00000072647,5,121656639,121660134,-1,3496,49.91,protein_coding
ENSMUSG00000070990,4,46343609,46346412,1,2804,62.80,protein_coding
ENSMUSG00000030929,7,119367902,119393281,-1,973,40.49,protein_coding
ENSMUSG00000030929,7,119367902,119393281,-1,1241,40.49,protein_coding
ENSMUSG00000030929,7,119367902,119393281,-1,3564,40.49,protein_coding
ENSMUSG00000028331,4,46376505,46389437,-1,1554,44.42,protein_coding
ENSMUSG00000028331,4,46376505,46389437,-1,1527,44.42,protein_coding
ENSMUSG00000062077,5,31274056,31294974,1,1434,47.48,protein_coding
ENSMUSG00000062077,5,31274056,31294974,1,1408,47.48,protein_coding
ENSMUSG00000049721,11,3933636,3949326,1,1749,49.62,protein_coding
ENSMUSG00000049721,11,3933636,3949326,1,1879,49.62,protein_coding
ENSMUSG00000049721,11,3933636,3949326,1,1600,49.62,protein_coding
ENSMUSG00000032006,9,6168584,6378850,1,3131,38.83,protein_coding
ENSMUSG00000032006,9,6168584,6378850,1,1795,38.83,protein_coding
ENSMUSG00000032006,9,6168584,6378850,1,2862,38.83,protein_coding
ENSMUSG00000035131,1,146370498,146778210,1,4023,34.78,protein_coding
ENSMUSG00000035131,1,146370498,146778210,1,927,34.78,protein_coding
ENSMUSG00000035131,1,146370498,146778210,1,2760,34.78,protein_coding
ENSMUSG00000040272,2,93663812,93680288,-1,3950,49.63,protein_coding
ENSMUSG00000040272,2,93663812,93680288,-1,1872,49.63,protein_coding
ENSMUSG00000040272,2,93663812,93680288,-1,2036,49.63,protein_coding
ENSMUSG00000040272,2,93663812,93680288,-1,573,49.63,protein_coding
ENSMUSG00000028332,4,46393989,46413506,-1,2363,45.73,protein_coding
ENSMUSG00000028332,4,46393989,46413506,-1,2321,45.73,protein_coding
ENSMUSG00000046442,11,87117732,87249849,-1,6344,43.17,protein_coding
ENSMUSG00000028333,4,46450902,46472657,1,1716,46.67,protein_coding
ENSMUSG00000047619,9,6262733,6269846,-1,7114,41.10,protein_coding
ENSMUSG00000046826,7,30673215,30689151,1,1213,46.60,protein_coding
ENSMUSG00000046826,7,30673215,30689151,1,1485,46.60,protein_coding
ENSMUSG00000046826,7,30673215,30689151,1,1244,46.60,protein_coding
ENSMUSG00000019368,11,3981462,3998024,1,2956,49.95,protein_coding
ENSMUSG00000047193,9,6928503,7184446,-1,14264,38.77,protein_coding
ENSMUSG00000047193,9,6928503,7184446,-1,13103,38.77,protein_coding
ENSMUSG00000047193,9,6928503,7184446,-1,1789,38.77,protein_coding
ENSMUSG00000047193,9,6928503,7184446,-1,2892,38.77,protein_coding
ENSMUSG00000047193,9,6928503,7184446,-1,13972,38.77,protein_coding
ENSMUSG00000028334,4,46489248,46503632,1,2179,50.20,protein_coding
ENSMUSG00000058325,7,134272383,134775368,1,2589,45.48,protein_coding
ENSMUSG00000058325,7,134272383,134775368,1,6807,45.48,protein_coding
ENSMUSG00000058325,7,134272383,134775368,1,411,45.48,protein_coding
ENSMUSG00000026546,1,172348368,172373437,1,1908,48.57,protein_coding
ENSMUSG00000026546,1,172348368,172373437,1,426,48.57,protein_coding
ENSMUSG00000026546,1,172348368,172373437,1,638,48.57,protein_coding
ENSMUSG00000026546,1,172348368,172373437,1,699,48.57,protein_coding
ENSMUSG00000026546,1,172348368,172373437,1,814,48.57,protein_coding
ENSMUSG00000026546,1,172348368,172373437,1,343,48.57,protein_coding
ENSMUSG00000038676,5,31295407,31296173,-1,504,65.45,protein_coding
ENSMUSG00000038676,5,31295407,31296173,-1,499,65.45,protein_coding
ENSMUSG00000039853,4,46493781,46536141,-1,1429,48.88,protein_coding
ENSMUSG00000039853,4,46493781,46536141,-1,1582,48.88,protein_coding
ENSMUSG00000029223,5,66833434,66844577,1,1177,48.03,protein_coding
ENSMUSG00000040481,11,106923907,107022953,-1,12036,44.84,protein_coding
ENSMUSG00000040481,11,106923907,107022953,-1,11847,44.84,protein_coding
ENSMUSG00000040481,11,106923907,107022953,-1,2177,44.84,protein_coding
ENSMUSG00000040481,11,106923907,107022953,-1,780,44.84,protein_coding
ENSMUSG00000040481,11,106923907,107022953,-1,867,44.84,protein_coding
ENSMUSG00000040481,11,106923907,107022953,-1,11488,44.84,protein_coding
ENSMUSG00000107283,5,31297998,31311595,-1,1724,47.65,protein_coding
ENSMUSG00000107283,5,31297998,31311595,-1,1653,47.65,protein_coding
ENSMUSG00000107283,5,31297998,31311595,-1,1171,47.65,protein_coding
ENSMUSG00000107283,5,31297998,31311595,-1,903,47.65,protein_coding
ENSMUSG00000107283,5,31297998,31311595,-1,846,47.65,protein_coding
ENSMUSG00000107283,5,31297998,31311595,-1,878,47.65,protein_coding
ENSMUSG00000107283,5,31297998,31311595,-1,489,47.65,protein_coding
ENSMUSG00000107283,5,31297998,31311595,-1,923,47.65,protein_coding
ENSMUSG00000026176,1,74430668,74436444,1,2876,58.66,protein_coding
ENSMUSG00000026176,1,74430668,74436444,1,393,58.66,protein_coding
ENSMUSG00000028337,4,46536937,46602202,-1,4124,49.33,protein_coding
ENSMUSG00000028337,4,46536937,46602202,-1,4154,49.33,protein_coding
ENSMUSG00000028337,4,46536937,46602202,-1,4112,49.33,protein_coding
ENSMUSG00000027656,2,163662781,163675066,1,1719,50.20,protein_coding
ENSMUSG00000035238,2,163695571,163701666,1,1921,52.69,protein_coding
ENSMUSG00000035238,2,163695571,163701666,1,1199,52.69,protein_coding
ENSMUSG00000035226,2,163701671,163760603,-1,4962,50.61,protein_coding
ENSMUSG00000075023,2,93685706,93699502,-1,2224,48.35,protein_coding
ENSMUSG00000075023,2,93685706,93699502,-1,616,48.35,protein_coding
ENSMUSG00000075023,2,93685706,93699502,-1,655,48.35,protein_coding
ENSMUSG00000075023,2,93685706,93699502,-1,623,48.35,protein_coding
ENSMUSG00000039813,4,46604390,46650209,-1,4315,52.08,protein_coding
ENSMUSG00000039813,4,46604390,46650209,-1,1941,52.08,protein_coding
ENSMUSG00000049598,1,172383505,172391284,1,1801,54.41,protein_coding
ENSMUSG00000049598,1,172383505,172391284,1,1519,54.41,protein_coding
ENSMUSG00000007646,11,87267471,87295780,-1,3944,41.94,protein_coding
ENSMUSG00000007646,11,87267471,87295780,-1,1632,41.94,protein_coding
ENSMUSG00000039809,4,46662305,46991873,-1,5750,49.05,protein_coding
ENSMUSG00000039809,4,46662305,46991873,-1,550,49.05,protein_coding
ENSMUSG00000101678,5,31302083,31337255,-1,3223,45.55,protein_coding
ENSMUSG00000053318,1,172409325,172418135,-1,1659,49.26,protein_coding
ENSMUSG00000029454,5,121663101,121683968,-1,2234,47.18,protein_coding
ENSMUSG00000029454,5,121663101,121683968,-1,1513,47.18,protein_coding
ENSMUSG00000029454,5,121663101,121683968,-1,436,47.18,protein_coding
ENSMUSG00000029454,5,121663101,121683968,-1,969,47.18,protein_coding
ENSMUSG00000029454,5,121663101,121683968,-1,975,47.18,protein_coding
ENSMUSG00000029454,5,121663101,121683968,-1,592,47.18,protein_coding
ENSMUSG00000070504,1,172424209,172430118,-1,1912,44.69,protein_coding
ENSMUSG00000001855,2,31864448,31943987,1,6605,45.88,protein_coding
ENSMUSG00000001855,2,31864448,31943987,1,295,45.88,protein_coding
ENSMUSG00000001855,2,31864448,31943987,1,3569,45.88,protein_coding
ENSMUSG00000001855,2,31864448,31943987,1,466,45.88,protein_coding
ENSMUSG00000026544,1,172458331,172460529,-1,1410,52.84,protein_coding
ENSMUSG00000026175,1,74448535,74474718,1,3124,49.55,protein_coding
ENSMUSG00000026175,1,74448535,74474718,1,744,49.55,protein_coding
ENSMUSG00000054986,11,4014841,4027736,1,2686,49.43,protein_coding
ENSMUSG00000073805,7,134483655,134540159,-1,2490,45.84,protein_coding
ENSMUSG00000066191,4,47015669,47057427,-1,3438,51.88,protein_coding
ENSMUSG00000066191,4,47015669,47057427,-1,3552,51.88,protein_coding
ENSMUSG00000014402,7,46538697,46569717,-1,1949,42.17,protein_coding
ENSMUSG00000014402,7,46538697,46569717,-1,791,42.17,protein_coding
ENSMUSG00000014402,7,46538697,46569717,-1,661,42.17,protein_coding
ENSMUSG00000014402,7,46538697,46569717,-1,453,42.17,protein_coding
ENSMUSG00000014402,7,46538697,46569717,-1,493,42.17,protein_coding
ENSMUSG00000004748,11,4041480,4045445,-1,1411,52.29,protein_coding
ENSMUSG00000010342,11,87295891,87446649,1,4763,43.43,protein_coding
ENSMUSG00000010342,11,87295891,87446649,1,444,43.43,protein_coding
ENSMUSG00000010342,11,87295891,87446649,1,601,43.43,protein_coding
ENSMUSG00000010342,11,87295891,87446649,1,455,43.43,protein_coding
ENSMUSG00000039774,4,47091909,47123070,1,2288,48.91,protein_coding
ENSMUSG00000039774,4,47091909,47123070,1,2077,48.91,protein_coding
ENSMUSG00000037942,1,172525622,172660598,1,1695,39.67,protein_coding
ENSMUSG00000026542,1,172721528,172722608,-1,971,42.65,protein_coding
ENSMUSG00000037924,1,172777976,172785924,1,2690,38.75,protein_coding
ENSMUSG00000037924,1,172777976,172785924,1,1050,38.75,protein_coding
ENSMUSG00000062527,1,172955616,172964941,-1,3453,36.56,protein_coding
ENSMUSG00000062527,1,172955616,172964941,-1,1037,36.56,protein_coding
ENSMUSG00000073804,7,134860432,134874671,1,1206,43.44,protein_coding
ENSMUSG00000073804,7,134860432,134874671,1,1082,43.44,protein_coding
ENSMUSG00000073804,7,134860432,134874671,1,840,43.44,protein_coding
ENSMUSG00000058981,1,173009420,173018207,-1,3149,36.24,protein_coding
ENSMUSG00000058981,1,173009420,173018207,-1,2952,36.24,protein_coding
ENSMUSG00000058981,1,173009420,173018207,-1,1063,36.24,protein_coding
ENSMUSG00000048377,7,135012037,135015351,1,2657,54.69,protein_coding
ENSMUSG00000048377,7,135012037,135015351,1,2591,54.69,protein_coding
ENSMUSG00000028339,4,47208161,47313167,1,5102,48.55,protein_coding
ENSMUSG00000028339,4,47208161,47313167,1,5172,48.55,protein_coding
ENSMUSG00000028339,4,47208161,47313167,1,405,48.55,protein_coding
ENSMUSG00000028339,4,47208161,47313167,1,3253,48.55,protein_coding
ENSMUSG00000028339,4,47208161,47313167,1,705,48.55,protein_coding
ENSMUSG00000028339,4,47208161,47313167,1,1755,48.55,protein_coding
ENSMUSG00000056220,1,149705369,149837041,-1,2856,38.88,protein_coding
ENSMUSG00000056220,1,149705369,149837041,-1,2835,38.88,protein_coding
ENSMUSG00000056220,1,149705369,149837041,-1,613,38.88,protein_coding
ENSMUSG00000050866,7,135113195,135130383,-1,3305,45.92,protein_coding
ENSMUSG00000030924,7,119393229,119448166,1,1966,39.45,protein_coding
ENSMUSG00000030924,7,119393229,119448166,1,2492,39.45,protein_coding
ENSMUSG00000030924,7,119393229,119448166,1,503,39.45,protein_coding
ENSMUSG00000030924,7,119393229,119448166,1,2008,39.45,protein_coding
ENSMUSG00000018326,2,163836880,163860508,1,3013,44.96,protein_coding
ENSMUSG00000018326,2,163836880,163860508,1,849,44.96,protein_coding
ENSMUSG00000018433,11,107057489,107080207,-1,3098,42.92,protein_coding
ENSMUSG00000018433,11,107057489,107080207,-1,3158,42.92,protein_coding
ENSMUSG00000029455,5,121704090,121731887,-1,3867,50.95,protein_coding
ENSMUSG00000029455,5,121704090,121731887,-1,802,50.95,protein_coding
ENSMUSG00000029455,5,121704090,121731887,-1,623,50.95,protein_coding
ENSMUSG00000029455,5,121704090,121731887,-1,1799,50.95,protein_coding
ENSMUSG00000029455,5,121704090,121731887,-1,656,50.95,protein_coding
ENSMUSG00000087006,2,93786155,93787546,-1,1240,66.09,protein_coding
ENSMUSG00000087006,2,93786155,93787546,-1,1386,66.09,protein_coding
ENSMUSG00000098004,2,93787162,93826699,-1,547,48.00,protein_coding
ENSMUSG00000027366,2,126732311,126775155,-1,5616,40.71,protein_coding
ENSMUSG00000027366,2,126732311,126775155,-1,760,40.71,protein_coding
ENSMUSG00000043262,7,46572964,46608275,-1,4616,43.21,protein_coding
ENSMUSG00000046643,1,173025375,173033903,1,3623,37.73,protein_coding
ENSMUSG00000046643,1,173025375,173033903,1,3410,37.73,protein_coding
ENSMUSG00000046643,1,173025375,173033903,1,942,37.73,protein_coding
ENSMUSG00000049456,1,173039959,173046150,1,3305,38.86,protein_coding
ENSMUSG00000049456,1,173039959,173046150,1,3686,38.86,protein_coding
ENSMUSG00000049456,1,173039959,173046150,1,1034,38.86,protein_coding
ENSMUSG00000005339,1,173048851,173054781,-1,998,37.92,protein_coding
ENSMUSG00000005339,1,173048851,173054781,-1,826,37.92,protein_coding
ENSMUSG00000007613,4,47353222,47414931,1,5756,38.96,protein_coding
ENSMUSG00000007613,4,47353222,47414931,1,2861,38.96,protein_coding
ENSMUSG00000007613,4,47353222,47414931,1,1829,38.96,protein_coding
ENSMUSG00000007613,4,47353222,47414931,1,1713,38.96,protein_coding
ENSMUSG00000049605,1,173093568,173101561,1,4388,38.13,protein_coding
ENSMUSG00000049605,1,173093568,173101561,1,991,38.13,protein_coding
ENSMUSG00000079180,1,173101949,173105344,-1,794,40.31,protein_coding
ENSMUSG00000037872,1,173159453,173161317,-1,1153,50.03,protein_coding
ENSMUSG00000037872,1,173159453,173161317,-1,1122,50.03,protein_coding
ENSMUSG00000054582,2,163867370,163892458,1,2354,47.61,protein_coding
ENSMUSG00000032487,1,149975782,149983978,1,4453,38.16,protein_coding
ENSMUSG00000032487,1,149975782,149983978,1,358,38.16,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,2827,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,3414,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,5472,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,3488,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,931,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,773,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,6326,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,540,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,404,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,389,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,2584,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,2416,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,2708,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,764,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,775,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,807,52.08,protein_coding
ENSMUSG00000020886,11,69907768,69938348,1,913,52.08,protein_coding
ENSMUSG00000042647,5,121734838,121757001,-1,3881,47.99,protein_coding
ENSMUSG00000042647,5,121734838,121757001,-1,1924,47.99,protein_coding
ENSMUSG00000042647,5,121734838,121757001,-1,2269,47.99,protein_coding
ENSMUSG00000048787,7,119452019,119495521,-1,5985,42.58,protein_coding
ENSMUSG00000048787,7,119452019,119495521,-1,2917,42.58,protein_coding
ENSMUSG00000048787,7,119452019,119495521,-1,3072,42.58,protein_coding
ENSMUSG00000048787,7,119452019,119495521,-1,1475,42.58,protein_coding
ENSMUSG00000048787,7,119452019,119495521,-1,630,42.58,protein_coding
ENSMUSG00000048787,7,119452019,119495521,-1,353,42.58,protein_coding
